id,review,class
2266,"I am a little bit in love with pinterest!	very addictive, a little slow though!",rating
2267,Addictive!	I have to watch when I go on this as I can not get off!,rating
2268,Gr8!!!!	Gr8!!!!!,rating
2269,Stacey	Thanks you are awesome,rating
2270,Love it	This is a great app and i,rating
2271,5*****	EXCELLENTE,rating
2272,Cannot stahp	I never leave this site Ever,rating
2273,Love it Addictive and useful	Just not enough hours in the day!,rating
2274,Pretty awesome	Liked everything about it Wish there was a way to save some of the photos though,rating
2275,Good	Good,rating
2276,Love it	Perfect and so easy to use,rating
2277,Love this app!	Super simple layout and easy to use on mobile device  Happy with the updates especially the quick pin and like capability!,rating
2278,Awesome	Love it for my kitchen and  garden,rating
2279,"Wonderful App	Very addictive, and a lot of fun  Get to share some really cool pictures, ideas, jokes and recipes",rating
2280,Great ideas	One of my fav apps,rating
2281,Stella	Love it So addictive,rating
2282,"Loved it	I loved it, but it took up way to much space",rating
2283,Very easy to use and very helpful	So cool,rating
2284,Love to Pin it!	I love pintrest Super fun ideas and the app works great most if the time Sometimes it spools but not very often,rating
2285,Love it!,rating
2286,),rating
2287,Love pinning	Very good app,rating
2288,Gud	It helps to bring out creativity within us),rating
2289,Great tool!!!	I use this to organize my life,rating
2290,Love pinterest App is okay,rating
2291,"Love pinterest	Love it, only downside is the quality of the pictures are a lot lower on the app than the website when used on computers",rating
2292,The best site ever,rating
2293,Addicted,rating
2294,"Love pinterest, I'm addicted! !",rating
2295,Great app!,rating
2296,Amazed,rating
2297,Great app!	I am so addicted to pinning on my 20+ boards,rating
2298,Amazing	Love it,rating
2299,Best app ever	Love it,rating
2300,Good application	Thank you,rating
2301,So helpful	Love love it ),rating
2302,Love it!!!,rating
2303,Abdolutely love,rating
2304,Niceapp	Pin pin pin,rating
2305,I love this app and could not live without it,rating
2306,Love it	I love everything about the pinterest app The only thing it's missing is being able to change the cover photos on the boards,rating
2307,"Awesome!	Love it from the gate If you're thinking rather you should or not - Just do it! You shall not be disappointed Big Brian - Clearwater,  FL",rating
2308,Love it,rating
2309,"Great sharing	Love to be able to search and find exactly what I want! Also makes preparing a menu easier! It's awesome to have exactly what I have pinned all organized, just for me!",rating
2310,I love it!,rating
2311,Good	Easy to use,rating
2312,"Awesome!	Love this app! Some of the updates are annoying, but it's still great",rating
2313,Jfk702	Great apps to share thought and pic,rating
2314,One of my favourite if not the favourite social networking sites	Use it every day to find and store lots of interesting and lovely things,rating
2315,Awesomeness	GR8 APP!!!!,rating
2316,Very cool	Very awesome I can look how to do my hair and painting nails u should all get this app,rating
2317,Love it ),rating
2318,Addicted!	Excellent place for a little bit of everything!,rating
2319,Awesome,rating
2320,Inspirational,rating
2321,Amazing!!!	I love this app!!!!!!!! I'm addicted!!!! Its so fun! There's nothing I would change),rating
2322,LOVE IT!! D,rating
2323,So addictive!	Love love love!!,rating
2324,Addict	I get on pinterest and suddenly an hour has disappeared,rating
2325,Love!	Love it!,rating
2326,Excellent App!!	Love this app!,rating
2327,"Awesome	I love pinterest its a place where I can keep all the things I like and are interested in, in one place",rating
2328,I love this app anything u want to see or learn is right here Love the people who post,rating
2329,"Love the info, pics, and people	Love it",rating
2330,Love it!	Great app,rating
2331,Love it!	I really enjoy spending some time with pinterest!  I have learned a lot  The site gets my creative juices flowing,rating
2332,Great	Great ideas for all kinds of things Check it everyday for  new things I wanna make,rating
2333,Still great as always	Love it,rating
2334,"Love this app!	Sometimes I get lost with time because it is so addicting It is so fun to look at everything and pin your likes or needs to your own boards I also use a lot of the ideas I get from Pinterest in my classroom, and I have used DIY ideas for my home!",rating
2335,I love this app just wish it was available for every site i visited	Would recommend,rating
2336,Amazing	Highly addictive!,rating
2337,Great	Love it!!! Addicting to,rating
2338,Awesome!	I love this app so much! I do wish I could change my board cover and have more categories like on the website,rating
2339,Love	My favorite app,rating
2340,The best!	Love this app has everything you need,rating
2341,I love this app There is so much to see and learn on this app that I just can't get enough of it I could spend hours each day,rating
2342,Great	LOVE LOVE Pinterest,rating
2343,This app sucks,rating
2344,Amazing!	The best app I have!,rating
2345,Love this app,rating
2346,Love this app!	?? easy to use!! ??,rating
2347,I'd rather be Pinning!	It has taken me from that looks coolto LOOK WHAT I MADE!,rating
2348,No bugs,rating
2349,Love it it keeps me busy	,rating
2350,Best app ever	Use it every day all the time !,rating
2351,Brilliant!,rating
2352,Pinterest	Love This,rating
2353,Hai	Gold,rating
2354,"Love, love, love Pinterest!",rating
2355,Awesome	Yes,rating
2356,Love it	Love it,rating
2357,Love LOVE this app	I could spend hours on this app ?,rating
2358,Good	Works great Havent had and problems,rating
2359,Great app!!!!	I love being able to use Pinterest on the go,rating
2360,Super like!	Luuuuuuuurrrrrve it!!!,rating
2361,Love!,rating
2362,Pin-head	I'm a pinterest addict and this fills my addiction on the go!,rating
2363,Pintrest	I love tuis app it gives me ideas i would totaly recomend this app,rating
2364,Great for creatives and multitaskers	So many ideas not enough time,rating
2365,Awesome,rating
2366,My favorite app!,rating
2367,I love love love this app!!!,rating
2368,Very good	Getting better with each update,rating
2369,Love it,rating
2370,i love this app	everything you want to see is here,rating
2371,Best app	Cute ideas forever!,rating
2372,Does what it says it does	No complaints here,rating
2373,Love it!	So many wonderful ideas!,rating
2374,Love it	Love it,rating
2375,Love it!	Totally addicted! ),rating
2376,Love,rating
2377,I like it,rating
2378,Ideas for everything	This app is great for artistic projects and other creative tasks,rating
2379,Awesome app	Awesome app  I teach and use it for work to find anchor charts and more ,rating
2380,Great app	I really love this app Very entertaining and educational,rating
2381,Love it!,rating
2382,Fabulous )	I love having this app! It always loads quickly and runs great,rating
2383,Love this,rating
2384,?	Love it,rating
2385,Love it!!!,rating
2386,Love it,rating
2387,I love the pinterest app I'm still learning the functions but pleased overall!	Great app,rating
2388,Nicee	Really nice application!!! I love to use it!,rating
2389,Great app!!	This is the best Everything works really great!! I highly recommend this app!!,rating
2390,Love it	Amazing app for amazing website Good job!,rating
2391,"Love it!	Such inspiration!  Pinterest is highly addictive and dont know that I could survive without it now jk of course  But seriously,  very great app Lots of USEFUL information and creative ideas! And to boot its a free app to enjoy endlessly! No tech problems Just superb through and through!",rating
2392,Love it,rating
2393,Endless entertainment,rating
2394,I honestly love everything about this )	Im very glad it allows me to basically look up how to do pretty much everything It comes in handy!,rating
2395,Love it!	So addicting!,rating
2396,Excellent!!!!	Love Love Love!!!! I have so many new recipes and design ideas Its so fun to see what friends like and pin also,rating
2397,I actually like the app better than the online site,rating
2398,Addicted !	Simply can't stop browsing through before I wind my day !,rating
2399,Great	Very Nice AppsLove it,rating
2400,"Great, especially when you are stuck in a boring meeting",rating
2401,Love It!,rating
2402,Lovely	Funnest and most helpful app ever!,rating
2403,Love it MAKES MY DAY with all the love??,rating
2404,"Excellent site	You can't go wrong here! However, don't join if you don't have a few hours each day to kill Highly addictive!",rating
2405,My favorite app!,rating
2406,Matters of Interest	Simple to use Easy setup,rating
2407,"Galaxy tab 3	Love pinterest, app works well, have it both on phone and tab",rating
2408,AWESOME!!!,rating
2409,Cool,rating
2410,"Love it	I'm addicted Plus, everything I asked to fix has been fixed, so thanks for listening to us and making your updates worth it!",rating
2411,GREAT APP	Love this app,rating
2412,Informative!	Very Enjoyable!!!,rating
2413,Love it!!!!	Awesome app,rating
2414,Love it!,rating
2415,Love this app,rating
2416,"Everything	anything and everything, enough said (",rating
2417,AWESOME	Never thought I'd be addicted to pinterest,rating
2418,Excellent,rating
2419,Excellent	Very useful,rating
2420,I love it,rating
2421,Lovelovelove obsessed ?,rating
2422,Awesome app!!	Everyone should use this app!,rating
2423,Love it!,rating
2424,Great ap,rating
2425,Awesome	Awesome thanks,rating
2426,The Best,rating
2427,Great app,rating
2428,Nice	Cool,rating
2429,Love it	I love this app!! It lets me edit my pics anyway I want and share them easily!! Definitely a 5 star app!!!,rating
2430,Super app	I really like it,rating
2431,Excellent	Great app I have ever used,rating
2432,Ayeee	This app is awesome,rating
2433,Really good	Glad downloaded,rating
2434,Perfect!	Love This So Much!,rating
2435,Excellent app	Best photography app till date!!!! ),rating
2436,p	p,rating
2437,Like it	Great app,rating
2438,Yes	Awesome,rating
2439,Nice	I love this aap,rating
2440,Best	Great,rating
2441,Ok	Ok,rating
2442,DJ	super,rating
2443,Excellent	Love it,rating
2444,milla	super,rating
2445,Wow	Awsome!!!,rating
2446,Excellent	Cool,rating
2447,Wow	Love this app,rating
2448,Good	Nice edithing photo,rating
2449,Awesome	I love this app,rating
2450,Very good	Fav app  Only bad thing is all the fakes Not good,rating
2451,	,rating
2452,The best yo	      (^_^)',rating
2453,Straight	Straight,rating
2454,Goood	Very good aap,rating
2455,	Nice,rating
2456,Good	I like this app lets u do fun stuff with ur pics,rating
2457,god	good,rating
2458,Picsart	An awesome and Helpful photo editor ?,rating
2459,Niceee	It perfects,rating
2460,Out of words	Excellent app out of words just got to say sira ee laata,rating
2461,Cool	This app Is good running my iPhone ,rating
2462,April	I really luv diz appgreat effects on ur pic,rating
2463,Samsung galaxy s duos 2	Excellent app ever Thanks devoloper,rating
2464,Wow	Owsum app,rating
2465,Super	Gd apps,rating
2466,Nice	Nice must try,rating
2467,?Lovely?	Im creazy abt dis apps So many edditng apps here but this is only one,rating
2468,Amazing!!	Fantastic editor!,rating
2469,Useful app	I love this app ),rating
2470,On point	iteedoe,rating
2471,v	awesome app,rating
2472,It's really good 	I love it!!! ,rating
2473,The Best!	I absolutely love the app! I use it all the time I recommend this to anyone!(,rating
2474,Exellent	Nice t use and its very easy,rating
2475,Good app	I love this app its awesome,rating
2476,Luvvvvvv it	OMG I LOVE IT LOVE LOV LO L LU LUV LUV I LUV IT,rating
2477,2 thumbs up	Good,rating
2478,G	G,rating
2479,A really	Good app,rating
2480,Nice	Nice,rating
2481,Very good	??,rating
2482,This is awesome,rating
2483,Amazing!!!!	It's an awesome app I say you all download it,rating
2484,Good	Good,rating
2485,Kiran	Best photo editor app,rating
2486,A	Awesome,rating
2487,Cool	Fantastic,rating
2488,Samsung galaxy s4	Awesome,rating
2489,Photo photo photo	Love them photos,rating
2490,jst osm	really awsm app!!! jst love diz,rating
2491,galaxy pocket	excellent application allover,rating
2492,Nothing	I Wanna Try This,rating
2493,great	needs more features and hope u will advance to videos,rating
2494,Editing	I love it,rating
2495,Superb	Best app I had ever Seen,rating
2496,gud	fine,rating
2497,Gd	Nice,rating
2498,Done	Best Photoshop I have ever used,rating
2499,(	I love it ! It's so easy to work with ((,rating
2500,Excellent App	Excellent App you dont need anything else,rating
2501,I love	where are the colors of the textfonts? they disappeared,rating
2502,Cool	I like it Just a bit slow,rating
2503,I love this because it's a fun way to express yourself! D	(((( !!!,rating
2504,V Good nd interesting Application for all	V Interesting,rating
2505,Awesome	Great achievement,rating
2506,Excellent	But need to add some more features,rating
2507,It sucks	I was trying to do something so simple and I cant figure out anything Have no idea how the other ratings are so good,rating
2508,"PicsArt	This is my favorite editing app! And it's free! Runs super smooth on my Galaxy III Keep up the great work! Now using on my Nexus 5, still awesome! ?",rating
2509,Luv it	Great,rating
2510,?	cool,rating
2511,Obviously it's good if I gave it 5 starts	I use this app to edit all my pictures I love this app so much!!,rating
2512,Udayani	I love this app ,rating
2513,I like it	This app is so amazing,rating
2514,I used this app on my lil brother's phone  and I loved it	I just installed it so if it suits me too I would be back to crown it up to five stars ?A??,rating
2515,Cool	(,rating
2516,Best app so far	I love that u can edit and make it ur own that's cool,rating
2517,Awesome app!!	Works perfectly for all of my pictures!,rating
2518,AWESOME and amazing!	It's so cool! I LOVE it!,rating
2519,Must download	Easy good,rating
2520,l love it	its  better  then others,rating
2521,Awesome	Lv ths app,rating
2522,"I like it	It's an wonderful software, mindblowingI just love to use it, very uivery muchjust like it",rating
2523,!!!!!	Awesome,rating
2524,love	I know the hype is with the instagram release but this feature rich app blows it out of the water,rating
2525,Satisfactory	I think its better than other pics edit app#Thumbs up guys,rating
2526,I believe pics art gives you the opportunity t adventurer	It's good,rating
2527,"luv it	simple and fast, but pls add more clip art and so sticker",rating
2528,Good	N,rating
2529,AWESOME	Great editing photo apk,rating
2530,Sweeeet	The best picture editor I have got,rating
2531,Long time	I've had this for a long time and I always go back to using it It has most of ur basics,rating
2532,A good app	It's a good app but needs improvement,rating
2533,Its superb	Amazing app,rating
2534,Fab	Gd,rating
2535,Good apps	Ok,rating
2536,So freaking awsom	Best app i aver had,rating
2537,Wawwww	Nice,rating
2538,Good	Amazing,rating
2539,Exclusive	Awesome app experience,rating
2540,i think best	gud,rating
2541,Supern	Suppppppppppppper,rating
2542,Ok laa	Ok laaa,rating
2543,Great	Awesome,rating
2544,Good	Best,rating
2545,I jux can't stop using this app	Excellently perfect,rating
2546,Excellent work	The best App in category by far  You can do almost everything Congratulations Devs,rating
2547,Amazing	Nice,rating
2548,Ganesh lg p350	Great app,rating
2549,Wonderful Just like original	Really Greatest experiencedday by day excellent,rating
2550,Maricela loves	I like this app Love mah bad,rating
2551,Fantastic	Good programme,rating
2552,Best gr8	Like it nice good job plz add more frame for free pack,rating
2553,love It	I Love This App,rating
2554,Good job	Good app,rating
2555,"Wow Factor	Initially I did not set my eyes on this wonderful app  however, the other day, I tried my hand at this app by chance to juggle, and the experience was amazing I am now addicted to your app Keep improving, and keep on improving Bravo",rating
2556,Amazing	One of the best photo editor!!!  loved it! &lt3,rating
2557,"Excellent	Good aap for nice creativity,  m using always for my good photos",rating
2558,Excellent	Its nice easy to use,rating
2559,Awesome	Simply superb  good wok,rating
2560,Hmm	Nice app,rating
2561,"Best one yet	Love this app Haven't found one better, and I've looked!",rating
2562,My favourite!	This is the best photo app!!! ???,rating
2563,Excellent	Loved,rating
2564,Jude	Its gd app,rating
2565,4	not bad,rating
2566,I love this	Very good game,rating
2567,very good	i love mariah carey,rating
2568,Good	I like it,rating
2569,Awesome	Best photo editior i ever use,rating
2570,Awesome	Its totally worth downloading it,rating
2571,sick app	i jst luv this app,rating
2572,Nice app	Worth downloading,rating
2574,143	Wow nice sachin,rating
2575,Photoshop	Ok,rating
2576,Nice app	Does evrythng gud except tht red eye optn doesnt fnctn properly,rating
2577,Good	Exllent,rating
2578,Top	Nice,rating
2579,Exelente	Thanks again,rating
2580,Awesome	Nice appl 4 every one!,rating
2581,"Fun and creative	Easy to use,fun, makes any picture cute and creative",rating
2582,love this app!	Its my fave!,rating
2583,Excellent	Excellent,rating
2584,Amazing	Its just amazing u can do different thing with the pictures! But it wont let u go on to it!?!!,rating
2585,Good	Wow,rating
2586,Great app	I love this app!!,rating
2587,Great!	Love it! The best do far,rating
2588,??	It's great,rating
2589,Am thankful very good!	Very good,rating
2590,Awesome	Loved it,rating
2592,GOOD	It is a good softer  I love the picart  i must wel come the gertst the power ful  in i apsulutle it very very beut soft and become some i like then,rating
2593,i love it	this app lets you create beautiful pictures,rating
2594,Good	Nice,rating
2595,I love this app ),rating
2596,Great until	,rating
2597,"It is for everyone who like pics	It is the perfect way to make some perfect pictures, it has much feathers, everything you need to edit pics, ===",rating
2598,Fine app	Look good!! Much  impresive and high perfomance with generic android old version!!,rating
2599,Superb	Excellent,rating
2600,Great app can have good editing	***Great app & gud editor!!!***,rating
2601,HTC user	Great app Love it,rating
2602,Goood	No good,rating
2603,Its good	It s a nice app,rating
2604,Awsome App	I m using this app from 15 years and I haven't seen any other app which compete its performance  Keep uptading  Love this app 5 stars from my side,rating
2605,Ikililu	Good,rating
2606,nice job	terbaik,rating
2607,Pravu	Exlent,rating
2608,Awesome app	I never saw a app like this beforegood work,rating
2609,Very awesome and excellent	I love the features of this app I can edit pictures in a high quality Keep up the good work,rating
2610,I love this app but my opinion	is to add some more clear tracing image and coloring bottle in draw menu so that i can make comics like a photoshop,rating
2611,"Well done	Best ever photo editor, ever!!!! )) Xx",rating
2612,I like this aaps	Baptu dey,rating
2613,"Its awesome	Its really nice,",rating
2614,Galaxy note 3	Just awsum best one the store,rating
2615,Ok	Ok,rating
2616,Great	Love it!!,rating
2617,Diamond	I love Yhu,rating
2618,masha allah	it's very nyc,rating
2619,I love dis app	Awesome,rating
2620,"Awesome!!	Love, love, love, this app!!",rating
2621,Love it!	I love this App I us it all the time!,rating
2622,Love it!	Takes forever to apply effects very slow,rating
2623,Nice and Awesome	I really love this appits easy to use and yet the result is goodthanks for the cool app !!,rating
2624,ABSOLUTE BEST	This app is awesome I've edited some really cool pictures And everyone loves them Definitely download this app! I wish I could rate it better then 5 stars!!!!!,rating
2625,I love it	It is one of the best apps I have downloaded ever!!!!!!!!!!! &lt3 ) ) D,rating
2626,Great fun!	FUN making collages!,rating
2627,THIS THING IS A BEAST!	This app is like Photoshop CS5 or CS6 but for for your phone Can't believe how weak the PS app is But this thing here rocks!,rating
2628,Great	Great free app Does everything I need it to do for pictures I've taken on my phone,rating
2629,Grt app	Love it,rating
2630,This is awesome!	I love this app! I use this app ALL of the time! its totally worth installing it! ),rating
2631, Just stops 	 Sucks,rating
2632,Cool	Cool,rating
2633,Superbb app	Just loved its features,rating
2634,Gr8 app	Just gr8,rating
2635,DeeH'Lerh ?	Very very much good,rating
2636,100%	Excellent application ever,rating
2637,"Aakaash Nehra	It let us do everything,love it?",rating
2638,Nice	Would be better,rating
2639,EXCELLENT APP	Simple and good app,rating
2640,"Fav, fav, FAVORITE	My #1 app choice I don't even use it for photos tho, I use picsart for my icon designer and believe it or not, nothing else Thank u to the picsart team, u guys ROCK",rating
2641,Cool app	Awsome app works fantastic just love it !!! Wow,rating
2642,Cool app	Loved it,rating
2643,I give 5 stars	Because was exelent,rating
2644,VERY NICE	it is a WSM app by using dis app every1 has bcom a good artist,rating
2645,Symphony-W90	It is a nice application,rating
2646,The best application hands down	There isn't any other drawing software as complete and professional as this one for a cell phone or tablet I've pushed and compared to other professional apps including Adobe This app continues to blow the others away,rating
2647,Gud	Ousume,rating
2648,Meh	Okay would reccomened but a little slow,rating
2649,"Very easy to use	Just downloaded the app, so far I like it Very easy to navigate and easy to use Love it!",rating
2650,Really creative	Awesome ?,rating
2651,Amazing!	Really awesome app??,rating
2652,Fantastica!!,rating
2653,Luv it	Best free picture app out!!,rating
2654,Wow	Amazing app  So nice So creative Lastly perfect to me!!!,rating
2655,Very nice	Zakas,rating
2656,Not gud app!!!!,rating
2657,"Worst	Worst dam app do not download,it sucks",rating
2658,Interesting	Not good enough but it can be improved,rating
2659,Awesome	Nyc app&lt3,rating
2660,Its very good everybody download it	Very cool,rating
2661,Great app	Love it,rating
2662,Good	This makes beautiful pics,rating
2663,Love Picsart	Its my favorite app,rating
2664,Aliffia	I like this,rating
2665,great	good,rating
2666,Excellent	I like this program very well  Thanks,rating
2667,Awesome	Awesome!,rating
2670,New to me	Have not tried it yet,rating
2671,galaxy ace	love this app,rating
2673,Nice	Extremely nice,rating
2674,Best app	-*,rating
2675,Its awesome 	Cool app to photo edit,rating
2676,Wonderful	I simply love this app,rating
2677,Mast app	Itz really nice app,rating
2678,Pretty cool	Luv it,rating
2679,Jones	Very Nice,rating
2680,Good	Cool,rating
2681,Awesome app	Love this,rating
2682,Awesome	Picsart Is The Best Editing Photo App,rating
2683,Ok	Ok,rating
2684,M	M,rating
2685,Lol	Good,rating
2686,Its so nice	To have pic art App in ur  phone it will gives u happiness everytime u use this App,rating
2687,Wonderful	I love this app,rating
2688,App	Seems cool,rating
2689,Love	IloveIt,rating
2690,Works Excellent	I love it,rating
2691,Great App!	Love this App! You guys did a great job!,rating
2692,Always good	I've had this app the last 3 phones I've had Never disappoints,rating
2693,Yha	Yha,rating
2694,Awsome	Nice! i love it,rating
2695,Great app,rating
2696,HTC one s	Good,rating
2697,I love it	It is working great for me  -),rating
2698,Great app	I love this app so much 3,rating
2699,Vvv perfect	Outstanding loving app all inoxxent persons use this also,rating
2700,Sabeeh	Super,rating
2701,Good	Good And easy for editing photo,rating
2702,Super app	Awsome,rating
2703,Amazing	Tnx for creating this app  (,rating
2704,Such a Amazing Apps	Superb apps,rating
2705,Ok,rating
2706,very good	love it so bad -*,rating
2707,Great	I love picsart,rating
2708,Awesome! )	Very user friendly and offers a wide variety of things! We love it! Esp making collages!,rating
2709,Superb	Excellent app to boost our creativity,rating
2710,Good and wood	Super app,rating
2711,Cool	Best Love it,rating
2712,Good app	Good app,rating
2713,Samsung galaxy note3	It's the best pic editor forAndroid,rating
2714,Nice apps	This is very nice app for those who really likes to edit photos,rating
2715,Excellent	Excellent,rating
2716,Best art game	I love art and craft very much,rating
2717,"Great Photoshop	I like it alot, especially for small touch ups and facebook!!",rating
2718,waw so guD	pixlr express on demand,rating
2719,Very well	Works excellent thank you!!,rating
2720,"Awesome!!!	Great app, Great contents!!! Excelente para edici?n!!!!",rating
2721,Editing pics	Superb ty,rating
2722,Love it!!	It's amazing,rating
2723,awesme wrk	this app is a nce wrk!!!!! its best photo editng app!! still u can improve a bit bt other wise great job desreves 5 star,rating
2724,Sooooooooooooooooooooooooooooo	Nice supper photo editing wow,rating
2725,Wow!!	One of the best app i came across!!loved it,rating
2726,"Grt app, not just editing d picsbt lso u can create ur own fun wid it!	Its a must, bt sumtyms it stops workingidk y ",rating
2727,Wow	It's cool apps,rating
2728,)	Love it *,rating
2729,I Love It	Awesome -^_^-,rating
2730,good	bkvi,rating
2731,????	I love this app so much I recommended this so to anyone that likes to edit pictures It has so many great features Keep up the good work guys,rating
2732,Awesom	Nice program it made my pics nicier !!! ),rating
2733,omg	omg it's awesome I luv it &lt3,rating
2734,goooood	excellent,rating
2735,Soooooo Amazing Yaar I LoVe It,rating
2736,Cool	Awese Stuff,rating
2737,awsome	perfect,rating
2738,Awesome	A must have app,rating
2739,Excellent	This is The best app ever made,rating
2740,Waw!!	This app is great compared to others,rating
2741,amazing app	great app to new genration,rating
2742,Canvas 2	Just superb !! Widout dis app the phone is incomplete!! A must download,rating
2743,I love this app	Lovely,rating
2744,Its cool	Its awesome,rating
2745,Marvelous	Good app,rating
1,Can't read exel file correctly	After updated yesterday. I can't read the exel file correct as original. Please help.,feature request
2,"Can't get a response from Developers	The game itself isn't bad. If anything,  a bit monotonous.  However,  the manual is less than desirable,  specifically when speaking about how to feed cows. I figured out meadows on my own, but cant make straw bales for the life of me. And, this is apparently hkw to create manure flr fertilizer. I have emailed the developers, amd received no response. VERY FRUSTRATING! You spend money in the game for equipment that you can't use.",feature request
3,Not working properly .wont download emails to inbox,feature request
4,">:(	The app closes everytime i take a picture >:(
",feature request
5,less then 1 star	Downloaded and not been able to play yet as keeps crashing and closing,feature request
6,"Nexus 4	The game do not have any audio, please fix it!!!",feature request
7,It sucks	When I press ? nothing happens plus I can't even share the videos I make,feature request
8,Buggy app broke by update	Another paid app fail.  Edit: back to 1 star again! Now crashes everytime a battles won.,feature request
9,Pretty wired	Sometimes on 1st opening it flashes green colour and i need to close it and open again. 5 stars if yuo fix this.,feature request
10,"Ruined by DRM	I tried to play it, but all I get is, 'Can't Access License Server"" - really?  DRM is destroying games on my mobile devices too??",feature request
11,Why doesn't the music work	Upsetting to have a clip made but NO music... Tried it for my business and this Is actually very disappointing.,feature request
12,Won't install.	Got a Nexus 4 with loads of free space but installer says it has 0 MB available.,feature request
13,Could be good	Doesn't load.... Moto  electrify m.... Fix and I will give a better review,feature request
14,"Keeps Crashing!	Installed, on the loading page and it crashes! Tried re-installing, shutting down my phone still the same. Please fix this and I'll give a 5 star rating.",feature request
15,Slow.Buggy	It takes more than a minute to open a file which is opened within 10 seconds in polaris office-Tab 2-3100. Needs speed improvement. Edit: It shows only a blank white screen when we try to open some .doc files!!OMG Developers! I hope you have tested the file which I have sent to you.,feature request
16,"Bad!!!	When i want take a picture, the picture from my camera phone is not shown, just blank.. plis fix it. My phone is samsung galaxy young s5360",feature request
17,Update	The app refused to update but others would. Had to uninstall.,feature request
18,Sucks	Forces close when trying to post on instagram,feature request
19,Does not property work on the 2013  Nexus 7,feature request
20,"Not working.	I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update.. then when I try to download update, it says Update cannont be completed. Error. Fix and I'll change my rating. Or advise me what to do.
",feature request
21,Won't launch on my Galaxy S4	All I get is a black screen.,feature request
22,Sony xperia sp	Sony xperia sp native resolution not supported,feature request
23,Problem while activating	Iv been using viber since a long tym nd it has never dissapointed me but I just deactivated my account for a day nd den I try to activate...I dont get my code by txt nd neither do I get a call...im trying again n again please fix the problem,feature request
24,"Pay version still spamming	I bought the paid version and I can still see promotions in the dashboard.  Remove it!  Edit: Developers asked me to disable promotions.  I did so, there seems to be an option to autocheck new promotions .  However,  this only disables the updating. The annoying ad-bar is still visible on the dashboard displaying a generic promotion of their products.",feature request
25,Doesn't work	A poor app unfortunately. It started loading pictures then took me back to homescreen with no video or upload.,feature request
26,Not happy	I downloaded this app because I have the first one and I loved it but this one will not even load on my phone all I get is a black screen and music plz fix,feature request
27,Game keeps crahing on me please fix.,feature request
28,"Can I go back to older version?	Loved the app, was quick and always connected until the last update.  Have tried every suggestion.  When I first open it, nothing happens, it just sits at an empty screen.  Have to close and reopen several times and it is so slow to connect now.  Hope it improves.  To be fair, I am having same is with lastest tappatalk upgrade also.  Galaxy Note",feature request
29,bugs bugs bugs	lots of bug i cannot login anymore...my device lag when trying to open the app...fix this sucks!!!,feature request
30,"LG Spirit	many bugs sometimes it wont shoot a picture and i have to reopen app, orientation when I rotate phone works about 20% of the time, touch to focus is terrible, focus in general is terrible no matter what setting and other things as well. HD CAMERA PRO takes MUCH better pictures and its free. Quit adding so many features...who cares what frame i put on a blurry picture?",feature request
31,Crashes since update	Crashes whenever I go to the purchase coins section. Purchased coins but they dont show...,feature request
32,Unclassified	Always I don't get connected even though I have enough net band width.... unable to to line call,feature request
33,"Camera DOOM FX	Pictures will not save to external SD card.  In fact they are saving to a temporary folder and are not even showing up in the gallery. Emailed Dev replied dealing with it, have heard nothing since.",feature request
34,Unusable	Unusable. Whem trying to find the right forum it takes forever to scroll down!,feature request
35,"In game purchase not working	Games shuts down when I first tried buying or when tying to restore the purchase. I will change my rating when you fix this.... I gave you my money, the last you can do is have a fully functioning app!!",feature request
36,"Multiplayer cant join	Cant join games, just keeps searching. I tried custom join and says error can't join",feature request
37,Bummer :/	Seen a friend post a video on Facebook then I downloaded the ap.. all I can do is select photos and it won't let me continue after I have chosen which ones I'd like to use.. :( it keeps telling me there's an error,feature request
38,"Server error	In Belgium I bought on PlayStore and says need extra 160 MB to download, but always get server error 5002.  Thanks for taking my money!",feature request
39,Lame	Screen goes black when focusing. Lag. Long initialization. Please fix some.,feature request
40,Galax s4	Can't search for friends online,feature request
41,"Doesnt work	Teamspeaks preloaded channel works, but app crashes upon connecting to any other server. Too bad, could've been useful.",feature request
42,SO DUMB.	I paid for this game. Tried to download it and it won't let me...I also can't get a refund! FIX THIS!!,feature request
43,"update kept crashing	What was a barely usable programme to begin with, kept crashing after I updated. So I have now Uninstalled it.",feature request
44,Didn't work	Ive been trying to download this game for a week and it will not load at all disappointed because it looks like a great game,feature request
45,"Badd	The New Updated One Sucks . It Dosent Even Save THE picturess.
",feature request
46,"Shocking	Played this on a iPad and it was quality. Download it on my Xperia z tablet and the game is upside down. It is impossible to play and gone past the refund stage, no worth risking losing 2.99 in my opinion",feature request
47,Please	It won't let me sign out plz fix plz I have a rca 7inch tablet,feature request
48,Hhfg	Too slow to download,feature request
49,Okay that's it!!	Everytime i download this app it says that it's finish downloading and then when i search i don't found it and when i open the playstore i open viber and it says that i want to download it again!!,feature request
50,Seems fun	This seems like a fun game but keeps crashing whenever it goes to a new screen. I think it takes to much ram.,feature request
51,Not good now game	Game freezes don't know why please help can't get out of game,feature request
52,So slow loading at first	Buggy new update,feature request
53,Hey	Whats wrong with this app... It does not allow me to.choose pic from gallery..,feature request
54,Problems	I signed out and tried to sign back in later and it says i have no pages to manage.,feature request
